,compound,neg,neu,pos,text,date,User,tweets ago
33,-0.5267,0.167,0.833,0.0,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/gMe3YRDj4A,Sat Apr 28 10:16:05 +0000 2018,@CNN,34
34,0.0,0.0,1.0,0.0,Nickelodeon is bringing back 'Double Dare' https://t.co/hJqRcKg93b https://t.co/Xkj4pEPnWO,Sat Apr 28 10:01:05 +0000 2018,@CNN,35
35,0.0,0.0,1.0,0.0,"Walmart's CEO earns 1,188 times as much as the company's median worker https://t.co/EfQG8ccR3e https://t.co/Ihk2Ta8Rju",Sat Apr 28 09:46:01 +0000 2018,@CNN,36
36,0.0,0.0,1.0,0.0,The hands did the talking during Macron's visit | GIF analysis by Brenna Williams https://t.co/sNMkmqz3Sx https://t.co/pt9qgW5ko9,Sat Apr 28 09:31:09 +0000 2018,@CNN,37
37,-0.6705,0.2,0.8,0.0,Fakhir Berwari disarmed thousands of mines in northern Iraq from 2003 until an improvised explosive device killed h… https://t.co/Ye5yQUIzdS,Sat Apr 28 09:16:04 +0000 2018,@CNN,38
38,0.6124,0.0,0.8,0.2,A study says it takes about 50 hours with someone before you consider them a casual friend -- and 200 before you ac… https://t.co/eMOqOmjF89,Sat Apr 28 09:01:05 +0000 2018,@CNN,39
39,0.0258,0.1,0.797,0.104,"After an argument with his mom, this 12-year-old boy used his mom's credit card and flew to Bali on his own… https://t.co/D1nKqPmrhc",Sat Apr 28 08:46:05 +0000 2018,@CNN,40
40,0.0,0.0,1.0,0.0,"For Jessica Nabongo, becoming the first black woman to visit every country on Earth isn't just about getting her na… https://t.co/txxkotHPj2",Sat Apr 28 08:31:03 +0000 2018,@CNN,41
41,0.0,0.0,1.0,0.0,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/p6nbLqCHWp,Sat Apr 28 08:16:03 +0000 2018,@CNN,42
42,0.0,0.0,1.0,0.0,"Colin Jost and Michael Che, anchors of ""Weekend Update"" on ""SNL,"" will co-host this year's Emmy Awards… https://t.co/hzkZFe2HlH",Sat Apr 28 08:01:06 +0000 2018,@CNN,43
43,0.0,0.0,1.0,0.0,These are some of the most exquisite libraries in the world https://t.co/0wtZCbCJgV https://t.co/gi0GUYc75V,Sat Apr 28 07:31:06 +0000 2018,@CNN,44
44,-0.296,0.115,0.885,0.0,"Mamma Mia, here they go again -- Swedish pop group ABBA is back with new music https://t.co/HUT2Rm829u https://t.co/fOxtzv4HDr",Sat Apr 28 07:18:53 +0000 2018,@CNN,45
45,0.0,0.0,1.0,0.0,"Meet the new Gmail, now with disappearing messages https://t.co/Ksi3MlFdNJ https://t.co/FrbxXGAutx",Sat Apr 28 07:16:06 +0000 2018,@CNN,46
46,-0.743,0.317,0.566,0.117,It took a devastating earthquake and ensuing tsunami to transform Misaki Tanaka's view of disaster relief and inspi… https://t.co/8MGqeZbKwS,Sat Apr 28 07:01:02 +0000 2018,@CNN,47
47,-0.7003,0.453,0.547,0.0,Australia's forgotten indigenous World War II veterans https://t.co/SdBpb0LL6Y https://t.co/2uZd6HIQOY,Sat Apr 28 06:31:06 +0000 2018,@CNN,48
48,0.3818,0.0,0.852,0.148,You can now set your Gmail messages to expire or protect them with a passcode https://t.co/aOxy8GBHAR https://t.co/Q9TSfp3pUz,Sat Apr 28 06:16:00 +0000 2018,@CNN,49
49,0.4588,0.0,0.875,0.125,"NASA is going to Mars again, this time with the first spaceship dedicated to digging deep below the surface to find… https://t.co/uIH7xsWR2v",Sat Apr 28 06:01:02 +0000 2018,@CNN,50
50,-0.228,0.197,0.655,0.147,"Orange is comforting. 
Pink makes us less violent. 

The psychology of color: https://t.co/FMeiwT4rwA https://t.co/lfsHdeHxzI",Sat Apr 28 05:46:00 +0000 2018,@CNN,51
51,0.2732,0.115,0.723,0.162,A young US serviceman injured in Afghanistan was the recipient of the world's first successful total penis and scro… https://t.co/oFMuRbK1Xb,Sat Apr 28 05:31:01 +0000 2018,@CNN,52
52,-0.3612,0.116,0.884,0.0,"Nickelodeon is reviving trivia game show ""Double Dare"" for a new generation of kids to compete in messy physical ch… https://t.co/sCERaakGAi",Sat Apr 28 05:16:00 +0000 2018,@CNN,53
53,0.0,0.0,1.0,0.0,"While this teacher was working her second job as a cashier, a customer slipped her an envelope. When she opened it,… https://t.co/HpzJ7XyrFd",Sat Apr 28 05:01:06 +0000 2018,@CNN,54
54,-0.7506,0.33,0.67,0.0,"Fearing that climate change is hurting their sport, Winter Olympians take on politics https://t.co/9eEe59WpGx https://t.co/ZfBdTgcZBZ",Sat Apr 28 04:46:05 +0000 2018,@CNN,55
55,0.0516,0.09,0.812,0.098,"Exposure to the kind of blue light emitted by outdoor LEDs, smartphones and tablets may increase your risk of breas… https://t.co/JQ2FYeaqWE",Sat Apr 28 04:31:07 +0000 2018,@CNN,56
56,0.0,0.0,1.0,0.0,History was made Friday when Kim Jong Un became the first North Korean leader to cross into South Korean territory… https://t.co/wQ0jonYk04,Sat Apr 28 04:16:04 +0000 2018,@CNN,57
57,0.3034,0.0,0.87,0.13,EXCLUSIVE: The NRA is setting aside years of documents regarding its ties to a Kremlin-linked banker… https://t.co/xhs1JS1TjY,Sat Apr 28 04:01:04 +0000 2018,@CNN,58
58,0.0,0.0,1.0,0.0,Arizona's only two black state legislators were publicly rebuked after they expressed concern over a colleague usin… https://t.co/Oex3COW0wn,Sat Apr 28 03:46:03 +0000 2018,@CNN,59
59,0.4404,0.0,0.838,0.162,FIFA directed attention to the organization's ethics rules following President Donald Trump's tweet supporting the… https://t.co/thSjy2uSh1,Sat Apr 28 03:31:07 +0000 2018,@CNN,60
60,-0.4215,0.149,0.851,0.0,This award-winning photo of an anteater creeping toward a glowing termite mound was disqualified after judges concl… https://t.co/my31vI7spK,Sat Apr 28 03:17:51 +0000 2018,@CNN,61
61,0.5542,0.068,0.739,0.194,"RT @AC360: ""With little to no money or food, she has tried to protect them [her children], in search of a better life."" - CNN's @leylasanti…",Sat Apr 28 03:03:24 +0000 2018,@CNN,62
62,0.0,0.0,1.0,0.0,"Gabriela Hernandez, who is pregnant, and her two boys joined the ""migrant caravan"" of travelers across Mexico towar… https://t.co/w69CpWBrqg",Sat Apr 28 02:54:23 +0000 2018,@CNN,63
63,-0.5859,0.255,0.745,0.0,These are the people our nonsense US border policy ignores | By @wkamaubell via @CNNOpinion https://t.co/HziZuiIh6w https://t.co/afeZDzfhun,Sat Apr 28 02:46:04 +0000 2018,@CNN,64
64,-0.128,0.143,0.737,0.12,"""We're stronger together"": After a football accident, doctors told him he'd never walk again. Seven years later, hi… https://t.co/KVxRZQ3rpo",Sat Apr 28 02:42:11 +0000 2018,@CNN,65
65,0.0,0.0,1.0,0.0,"A main proponent of the Russia sanctions law known as the Magnitsky Act says Natalia Veselnitskaya, the Russian law… https://t.co/PuKOUHKaWD",Sat Apr 28 02:36:06 +0000 2018,@CNN,66
66,-0.7717,0.261,0.739,0.0,An investigation into the death of a mentally ill man who was repeatedly tased in his shower by two West Milwaukee… https://t.co/2R2uyUZE9e,Sat Apr 28 02:31:07 +0000 2018,@CNN,67
67,0.0,0.0,1.0,0.0,This Donald Trump answer on Russian collusion is a real doozy | Analysis by @CillizzaCNN https://t.co/yZS5aUUHyG https://t.co/bJvExMfwcQ,Sat Apr 28 02:21:03 +0000 2018,@CNN,68
68,0.0,0.0,1.0,0.0,Hush money deals are business as usual for Stormy Daniels' ex-attorney https://t.co/lXlEkqzseG https://t.co/ILlawTiilb,Sat Apr 28 02:11:04 +0000 2018,@CNN,69
69,0.0,0.0,1.0,0.0,The Nevada Senate race shows that demographics are not destiny | Analysis by CNN's Harry Enten… https://t.co/UhMAJlfxtQ,Sat Apr 28 02:01:08 +0000 2018,@CNN,70
70,-0.6597,0.329,0.671,0.0,All 10 victims of the Toronto van attack have been identified https://t.co/oE3zD2fLJQ https://t.co/QjLUniozNt,Sat Apr 28 01:51:08 +0000 2018,@CNN,71
71,-0.2263,0.107,0.829,0.063,Rabbis want Kansas state Sen. Steve Fitzgerald to stop citing the Nazis and Holocaust in his anti-abortion argument… https://t.co/QZbRxi3woV,Sat Apr 28 01:51:07 +0000 2018,@CNN,72
72,0.3641,0.05,0.829,0.12,"RT @AC360: ""It's almost laughable, except it's not, that invoking fairness and remembering those less fortunate, apparently is now a firing…",Sat Apr 28 01:44:20 +0000 2018,@CNN,73
73,0.0,0.0,1.0,0.0,A Republican candidate in the Georgia gubernatorial race appears to have cribbed language from Missouri Gov. Eric G… https://t.co/zMnmoq2caD,Sat Apr 28 01:43:06 +0000 2018,@CNN,74
74,-0.3818,0.14,0.86,0.0,American Airlines is being sued after a bride returning from her honeymoon had a medical emergency during a flight… https://t.co/pFTc5ZLuI6,Sat Apr 28 01:37:23 +0000 2018,@CNN,75
75,0.0,0.0,1.0,0.0,"RT @AC360: ""I think she just blurted it out: ... she said ... 'I have a dual role: I'm a private attorney and I'm an informant.'"" - @Sharon…",Sat Apr 28 01:00:16 +0000 2018,@CNN,76
76,-0.4019,0.119,0.881,0.0,"""Doing one thing counts, especially for a species that's in such peril. Imagine what would happen if we all did one… https://t.co/xefxwJO5dR",Sat Apr 28 00:57:42 +0000 2018,@CNN,77
77,0.0516,0.09,0.812,0.098,"Exposure to the kind of blue light emitted by outdoor LEDs, smartphones and tablets may increase your risk of breas… https://t.co/eYrT16IdkN",Sat Apr 28 00:51:07 +0000 2018,@CNN,78
78,-0.4215,0.141,0.859,0.0,"14 more people have become ill from E. coli linked to romaine lettuce, the CDC says https://t.co/riP3ia471h https://t.co/RZ6gpIR2HQ",Sat Apr 28 00:46:04 +0000 2018,@CNN,79
79,-0.6486,0.261,0.739,0.0,Paul Ryan's firing of Father Conroy should worry us all | By Jay Parini via @CNNOpinion https://t.co/jMcFD4vHrs https://t.co/1bRaVFhzMN,Sat Apr 28 00:41:07 +0000 2018,@CNN,80
80,0.0,0.0,1.0,0.0,"The EPA inspector general is looking into Administrator Scott Pruitt's $50-per-night apartment rental, travel expen… https://t.co/8L5tML33Zr",Sat Apr 28 00:36:03 +0000 2018,@CNN,81
81,0.1027,0.0,0.92,0.08,"Russians reached out to Trump team about Magnitsky Act sanctions after the 2016 election, Democrats say… https://t.co/WyxJY1jsBq",Sat Apr 28 00:32:38 +0000 2018,@CNN,82
82,0.1531,0.142,0.733,0.125,"When Colorado teachers took to the streets for a second day of protests for better pay and learning conditions, the… https://t.co/jd7gyJMRMj",Sat Apr 28 00:21:08 +0000 2018,@CNN,83
83,0.4588,0.0,0.875,0.125,"NASA is going to Mars again, this time with the first spaceship dedicated to digging deep below the surface to find… https://t.co/wbgDjCiYfY",Sat Apr 28 00:08:30 +0000 2018,@CNN,84
84,-0.1779,0.102,0.898,0.0,This is the cultural dilemma of Bill Cosby's fall | By Gene Seymour via @CNNOpinion https://t.co/Rxqmc97xFo https://t.co/n91QLpRTpC,Fri Apr 27 23:57:03 +0000 2018,@CNN,85
85,0.6478,0.0,0.791,0.209,US Secretary of Defense James Mattis says there is more optimism than ever before when it comes to dealing with Nor… https://t.co/3fHdNdj0ry,Fri Apr 27 23:32:38 +0000 2018,@CNN,86
86,0.0,0.0,1.0,0.0,"RT @TheLeadCNN: As the New York Times reports that the Russian lawyer at the Trump Tower meeting had previously unknown Kremlin ties, fmr.…",Fri Apr 27 23:16:14 +0000 2018,@CNN,87
87,-0.6486,0.185,0.815,0.0,An investigation of the Golden State Killer hinged on a search of public genetic databases. Here's what the case me… https://t.co/EFKQziaJTU,Fri Apr 27 23:15:14 +0000 2018,@CNN,88
88,0.0,0.0,1.0,0.0,"Dr. Ronny, Emmanuel, Kanye, Cohen, Comey and more! 1 week in Washington | Analysis by @CillizzaCNN… https://t.co/2E92oRG4my",Fri Apr 27 23:00:51 +0000 2018,@CNN,89
89,-0.7506,0.33,0.67,0.0,"Fearing that climate change is hurting their sport, Winter Olympians take on politics https://t.co/9UBBDDCA6i https://t.co/7FE26BJG5Y",Fri Apr 27 22:49:49 +0000 2018,@CNN,90
90,0.4404,0.0,0.838,0.162,FIFA directed attention to the organization's ethics rules following President Donald Trump's tweet supporting the… https://t.co/5RmSefZpVu,Fri Apr 27 22:42:56 +0000 2018,@CNN,91
91,-0.7506,0.286,0.714,0.0,"Israeli forces shot and killed three Palestinian men during protests along the Israel-Gaza border on Friday, accord… https://t.co/2byFWmoPrU",Fri Apr 27 22:27:25 +0000 2018,@CNN,92
92,0.0,0.0,1.0,0.0,"Wynn Resorts CEO Matt Maddox says the company wants to change the name of its Boston casino project from ""Wynn Bost… https://t.co/Gzn60mLgJG",Fri Apr 27 22:01:07 +0000 2018,@CNN,93
93,-0.2263,0.095,0.905,0.0,"The judge in Stormy Daniels' lawsuit against President Donald Trump and his personal attorney, Michael Cohen, has i… https://t.co/3A9QiLERVo",Fri Apr 27 21:53:18 +0000 2018,@CNN,94
94,0.0,0.0,1.0,0.0,Here's how artists depicted the week in Kanye https://t.co/1vJFdLwQZ0 https://t.co/FHgFQu4DW3,Fri Apr 27 21:39:47 +0000 2018,@CNN,95
95,-0.1779,0.144,0.744,0.112,"RT @TheLeadCNN: Many people don't realize that ""our border security hurts America,"" @wkamaubell tells @jaketapper, after interviewing peopl…",Fri Apr 27 21:37:16 +0000 2018,@CNN,96
96,-0.8834,0.377,0.623,0.0,"At least seven students were killed and 12 injured in a knife attack at a middle school in Shaanxi province, China,… https://t.co/B6tDuy7Wm6",Fri Apr 27 21:25:31 +0000 2018,@CNN,97
97,0.3034,0.0,0.878,0.122,BREAKING EXCLUSIVE: The NRA is setting aside years of documents regarding its ties to a Kremlin-linked banker… https://t.co/2IIcO9rld1,Fri Apr 27 21:13:53 +0000 2018,@CNN,98
98,0.0,0.0,1.0,0.0,"James Cameron brings star power to ""Story of Science Fiction"" https://t.co/fFX1SWat2F https://t.co/C76pOi1oJ6",Fri Apr 27 20:57:40 +0000 2018,@CNN,99
99,-0.5423,0.163,0.837,0.0,"Tom Brokaw rails against sexual harassment allegations in a letter to colleagues, saying he was ""perp walked ... as… https://t.co/thtYpiQ19o",Fri Apr 27 20:54:30 +0000 2018,@CNN,100
100,0.0,0.0,1.0,0.0,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,Thu Apr 26 23:40:24 +0000 2018,@CBS,1
101,0.75,0.0,0.687,0.313,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",Wed Apr 25 21:48:49 +0000 2018,@CBS,2
102,0.5719,0.0,0.837,0.163,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,Wed Apr 25 18:09:50 +0000 2018,@CBS,3
103,0.6239,0.0,0.779,0.221,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",Wed Apr 25 16:55:33 +0000 2018,@CBS,4
104,0.6696,0.0,0.776,0.224,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,Mon Apr 23 21:03:22 +0000 2018,@CBS,5
105,0.4019,0.0,0.863,0.137,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",Sun Apr 22 16:00:03 +0000 2018,@CBS,6
106,-0.4019,0.105,0.895,0.0,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,Fri Apr 20 22:00:01 +0000 2018,@CBS,7
107,0.0,0.0,1.0,0.0,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,Fri Apr 20 17:34:37 +0000 2018,@CBS,8
108,0.0,0.0,1.0,0.0,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,Thu Apr 19 20:00:00 +0000 2018,@CBS,9
109,0.4877,0.0,0.826,0.174,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",Thu Apr 19 19:00:02 +0000 2018,@CBS,10
110,0.4939,0.0,0.868,0.132,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",Thu Apr 19 17:08:44 +0000 2018,@CBS,11
111,0.4199,0.0,0.872,0.128,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,Wed Apr 18 21:00:01 +0000 2018,@CBS,12
112,0.8539,0.0,0.645,0.355,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,Wed Apr 18 18:57:45 +0000 2018,@CBS,13
113,0.5994,0.0,0.804,0.196,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",Wed Apr 18 17:00:03 +0000 2018,@CBS,14
114,0.2284,0.122,0.718,0.16,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,Wed Apr 18 15:14:39 +0000 2018,@CBS,15
115,0.0,0.0,1.0,0.0,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,Wed Apr 18 15:10:34 +0000 2018,@CBS,16
116,0.0,0.0,1.0,0.0,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,Tue Apr 17 00:26:33 +0000 2018,@CBS,17
117,0.0,0.0,1.0,0.0,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,Mon Apr 16 23:00:02 +0000 2018,@CBS,18
118,0.0,0.0,1.0,0.0,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,Mon Apr 16 17:00:04 +0000 2018,@CBS,19
119,0.2714,0.071,0.806,0.123,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,Mon Apr 16 16:02:49 +0000 2018,@CBS,20
120,-0.296,0.167,0.833,0.0,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",Mon Apr 16 15:00:02 +0000 2018,@CBS,21
121,0.5719,0.0,0.821,0.179,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,Mon Apr 16 06:11:41 +0000 2018,@CBS,22
122,0.765,0.0,0.708,0.292,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,Mon Apr 16 06:00:00 +0000 2018,@CBS,23
123,0.0,0.0,1.0,0.0,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,Mon Apr 16 05:55:00 +0000 2018,@CBS,24
124,0.0,0.0,1.0,0.0,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",Mon Apr 16 05:30:00 +0000 2018,@CBS,25
125,0.636,0.0,0.682,0.318,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,Mon Apr 16 05:00:00 +0000 2018,@CBS,26
126,0.128,0.1,0.776,0.123,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",Mon Apr 16 05:00:00 +0000 2018,@CBS,27
127,0.5255,0.0,0.841,0.159,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,Mon Apr 16 03:56:42 +0000 2018,@CBS,28
128,0.8392,0.123,0.437,0.44,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,Mon Apr 16 03:06:10 +0000 2018,@CBS,29
129,0.4389,0.0,0.818,0.182,"Put your hands up for Entertainer of the Year, @Jason_Aldean! 🙌 #ACMawards https://t.co/QLFrrsyU8R",Mon Apr 16 03:02:50 +0000 2018,@CBS,30
130,0.8268,0.0,0.648,0.352,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,Mon Apr 16 03:00:10 +0000 2018,@CBS,31
131,0.0,0.0,1.0,0.0,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? 🎼 #ACMawards https://t.co/19pDyrELqC",Mon Apr 16 02:58:55 +0000 2018,@CBS,32
132,0.8687,0.0,0.605,0.395,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,Mon Apr 16 02:57:41 +0000 2018,@CBS,33
133,0.7152,0.0,0.626,0.374,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline,Mon Apr 16 02:35:58 +0000 2018,@CBS,34
134,0.0,0.0,1.0,0.0,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! 👏 https://t.co/Xu7WPuv1f2,Mon Apr 16 02:26:16 +0000 2018,@CBS,35
135,-0.4023,0.172,0.828,0.0,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif… https://t.co/Zwqh2PAdM1",Mon Apr 16 02:22:40 +0000 2018,@CBS,36
136,0.8877,0.0,0.512,0.488,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush,Mon Apr 16 02:12:19 +0000 2018,@CBS,37
137,0.0,0.0,1.0,0.0,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards,Mon Apr 16 02:10:19 +0000 2018,@CBS,38
138,0.7027,0.0,0.744,0.256,RT @MegsMouthful: @carrieunderwood Just WOW. Can’t wait to hear more of your new music! #ACMawards,Mon Apr 16 02:10:11 +0000 2018,@CBS,39
139,0.807,0.0,0.641,0.359,Hugs for @CarrieUnderwood and @KeithUrban's big win for Vocal Event of the Year! #ACMawards https://t.co/nn2XJ6nCSi,Mon Apr 16 02:10:09 +0000 2018,@CBS,40
140,0.0,0.0,1.0,0.0,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD,Mon Apr 16 02:04:45 +0000 2018,@CBS,41
141,-0.5423,0.189,0.811,0.0,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it 🔥❤ #ACMawards",Mon Apr 16 02:02:19 +0000 2018,@CBS,42
142,0.0,0.0,1.0,0.0,Hands up for @littlebigtown at the #ACMawards🙌 https://t.co/o8YFtpGLfK,Mon Apr 16 01:47:20 +0000 2018,@CBS,43
143,0.8038,0.0,0.659,0.341,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L,Mon Apr 16 01:47:01 +0000 2018,@CBS,44
144,0.5859,0.0,0.759,0.241,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm,Mon Apr 16 01:46:34 +0000 2018,@CBS,45
145,0.8374,0.0,0.602,0.398,RT @maddymika_: the ACM awards are the BEST night of the year 😍😍😍❣️❣️❣️ #ACMAwards,Mon Apr 16 01:41:44 +0000 2018,@CBS,46
146,-0.8034,0.388,0.612,0.0,🚨 Sound the alarm because @mirandalambert is on FIRE 🔥 at the #ACMawards! https://t.co/11vshBs4EV,Mon Apr 16 01:40:16 +0000 2018,@CBS,47
147,-0.3254,0.34,0.451,0.209,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards,Mon Apr 16 01:36:25 +0000 2018,@CBS,48
148,0.4588,0.0,0.769,0.231,RT @EmilyyBruorton: @mirandalambert is my all time favorite 🔥#ACMAwards #keeperoftheflame #thebest,Mon Apr 16 01:36:19 +0000 2018,@CBS,49
149,0.0,0.0,1.0,0.0,Hats off to @Jason_Aldean! 🤠 #ACMawards https://t.co/1WSjnafKoX,Mon Apr 16 01:34:44 +0000 2018,@CBS,50
150,0.6222,0.0,0.774,0.226,RT @alyssaa711: Country music just brings so much joy to my heart ❤️ #ACMawards,Mon Apr 16 01:33:02 +0000 2018,@CBS,51
151,0.891,0.071,0.571,0.359,"She may hate love songs, but @KelseaBallerini knows how to write a great one. 💕 Give her a round of applause for th… https://t.co/r50viWNM0Z",Mon Apr 16 01:32:27 +0000 2018,@CBS,52
152,0.9041,0.0,0.552,0.448,The feeling when you win Vocal Group of the Year at the #ACMawards 🎉 Congratulations to @OldDominion! https://t.co/4SjYLtwLXy,Mon Apr 16 01:29:12 +0000 2018,@CBS,53
153,0.0,0.0,1.0,0.0,RT @LouisianaNashie: Way to go Old Dominion #acmawards,Mon Apr 16 01:25:58 +0000 2018,@CBS,54
154,0.4199,0.0,0.843,0.157,There's nothing in the world like that performance by @KeithUrban and @juliamichaels. Nicole Kidman agrees!… https://t.co/VlwVUkNZCi,Mon Apr 16 01:24:45 +0000 2018,@CBS,55
155,0.8902,0.0,0.654,0.346,RT @AbigailRamage: @reba is slaying the game! Loving her outfits and her puns. She is absolutely stunning!! My all time fave ❤️❤️ #ACMAwards,Mon Apr 16 01:23:22 +0000 2018,@CBS,56
156,0.5994,0.0,0.766,0.234,"First-ever #ACMAwards winner @BrettYoungMusic stuns the crowd with an incredible performance of his hit, ""In Case Y… https://t.co/ftoksP7HrZ",Mon Apr 16 01:19:11 +0000 2018,@CBS,57
157,0.7184,0.0,0.625,0.375,RT @tiffstarr16: ACM awards are my favorite time of the year😍 #ACMawards,Mon Apr 16 01:09:49 +0000 2018,@CBS,58
158,0.0,0.0,1.0,0.0,RT @adelleborchetta: Loooove this song!!! @kanebrown and @Lauren_Alaina #WhatIfs #ACMAwards 😍❤️🎉,Mon Apr 16 01:08:07 +0000 2018,@CBS,59
159,0.0,0.0,1.0,0.0,RT @kel_lee213: That Kane Brown performance 😍🤩👏 #kanebrown #whatif #ACMawards #country,Mon Apr 16 01:07:45 +0000 2018,@CBS,60
160,0.6696,0.0,0.842,0.158,"What if you were made for us, and we were made for you!? ❤️ How much did you love @kanebrown and @Lauren_Alaina's d… https://t.co/xiZQ5wgddc",Mon Apr 16 01:06:21 +0000 2018,@CBS,61
161,0.5255,0.0,0.78,0.22,What a performance! @gwenstefani was all smiles when @blakeshelton was on stage. #ACMawards https://t.co/yxbA1DbieE,Mon Apr 16 01:04:17 +0000 2018,@CBS,62
162,0.6688,0.0,0.572,0.428,RT @wendyjo3: #ACMawards loved that @blakeshelton performance!!,Mon Apr 16 01:01:33 +0000 2018,@CBS,63
163,0.0,0.0,1.0,0.0,"Making her first-ever appearance at the #ACMAwards, @BebeRexha performs her chart-topping collaboration with… https://t.co/u1KXKrCbdD",Mon Apr 16 00:58:51 +0000 2018,@CBS,64
164,0.4199,0.0,0.834,0.166,This song by @ladyantebellum sounds like the single for the summer! 🎶 #ACMawards https://t.co/81aj1vqFYh,Mon Apr 16 00:51:28 +0000 2018,@CBS,65
165,0.5719,0.0,0.619,0.381,RT @42nagirl: Lady Antebellum is perfection. #ACMawards,Mon Apr 16 00:50:09 +0000 2018,@CBS,66
